Rowid_,VALUE,COUNT,WHRALL,LIFE_FORM,WHRNUM,WHRNAME,WHRTYPE,WHRSIZE,WHRDENSITY,WHR10NUM,WHR10NAME,WHR13NUM,WHR13NAME,SOURCE_NAME,SOURCE_YEAR
,3252,83,RFR3M,CONIFER,45,Red Fir,RFR,3,M,30.000000000000000,Conifer,31,Conifer Forest,DFW-WhiskeytownNRA,2005
,3253,6,CPC2M,CONIFER,11,Closed-Cone Pine-Cypress,CPC,2,M,30.000000000000000,Conifer,31,Conifer Forest,DFW-WhiskeytownNRA/CALFIRE update,2005
,3254,497,VOW3M,HARDWOOD,55,Valley Oak Woodland,VOW,3,M,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralValley,1998
,3255,41,RFR3D,CONIFER,45,Red Fir,RFR,3,D,30.000000000000000,Conifer,31,Conifer Forest,DFW-WhiskeytownNRA,2005
,3256,37,RFR5M,CONIFER,45,Red Fir,RFR,5,M,30.000000000000000,Conifer,31,Conifer Forest,DFW-WhiskeytownNRA,2005
,3257,1,CPC2S,CONIFER,11,Closed-Cone Pine-Cypress,CPC,2,S,30.000000000000000,Conifer,31,Conifer Forest,DFW-WhiskeytownNRA/CALFIRE update,2005
,3258,190,VOW2D,HARDWOOD,55,Valley Oak Woodland,VOW,2,D,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-NoSierraFoothills,2009
,3259,29272,KMC3M,CONIFER,27,Klamath Mixed Conifer,KMC,3,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastS/CALFIRE update,2007
,3260,74,RFR4M,CONIFER,45,Red Fir,RFR,4,M,30.000000000000000,Conifer,31,Conifer Forest,DFW-WhiskeytownNRA,2005
,3261,9,RFR4S,CONIFER,45,Red Fir,RFR,4,S,30.000000000000000,Conifer,31,Conifer Forest,DFW-WhiskeytownNRA,2005
,3262,8,RFR3P,CONIFER,45,Red Fir,RFR,3,P,30.000000000000000,Conifer,31,Conifer Forest,DFW-WhiskeytownNRA,2005
,3263,10146,BOP4S,HARDWOOD,8,Blue Oak-Foothill Pine,BOP,4,S,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralValley,1998
,3264,5,CPC4M,CONIFER,11,Closed-Cone Pine-Cypress,CPC,4,M,30.000000000000000,Conifer,31,Conifer Forest,DFW-WhiskeytownNRA/CALFIRE update,2005
,3265,431,VRI5M,HARDWOOD,56,Valley Foothill Riparian,VRI,5,M,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralValley,2000
,3266,217,VRI5P,HARDWOOD,56,Valley Foothill Riparian,VRI,5,P,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralValley,2000
,3267,4,RFR4P,CONIFER,45,Red Fir,RFR,4,P,30.000000000000000,Conifer,31,Conifer Forest,DFW-WhiskeytownNRA,2005
,3268,200,CPC3D,CONIFER,11,Closed-Cone Pine-Cypress,CPC,3,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE/CALFIRE update,2007
,3269,13712,URBXX,URBAN,53,Urban,URB,X,X,80.000000000000000,Urban,80,Urban,CALVEG-CentralValley,2000
,3270,24,BOP2D,HARDWOOD,8,Blue Oak-Foothill Pine,BOP,2,D,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralValley,1994
,3271,19,BOP2P,HARDWOOD,8,Blue Oak-Foothill Pine,BOP,2,P,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralValley,1994
,3272,141791,RIVXX,WATER,43,Riverine,RIV,X,X,90.000000000000000,Water,90,Water,DFW-CentralVallyRipEast,2011
,3273,7,BOP2M,HARDWOOD,8,Blue Oak-Foothill Pine,BOP,2,M,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralValley,1994
,3274,47,VRI5S,HARDWOOD,56,Valley Foothill Riparian,VRI,5,S,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-NoSierraFoothills,2009
,3275,3102,MCHXX,SHRUB,32,Mixed Chaparral,MCH,X,X,70.000000000000000,Shrub,70,Shrub,DFW-CentralVallyRipEast,2011
,3276,1099712,AGSXX,HERBACEOUS,3,Annual Grassland,AGS,X,X,60.000000000000000,Herbaceous,60,Herbaceous,DFW-CentralVallyRipEast,2011
,3277,132,VOW5P,HARDWOOD,55,Valley Oak Woodland,VOW,5,P,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-NoSierraFoothills,2009
,3278,3992,RFR4S,CONIFER,45,Red Fir,RFR,4,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior/CALFIRE update,2009
,3279,28460,VRIXX,SHRUB,56,Valley Foothill Riparian,VRI,X,X,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-CentralVallyRipEast,2011
,3280,29,BOP2P,HARDWOOD,8,Blue Oak-Foothill Pine,BOP,2,P,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-CentralVallyRipEast,2011
,3281,4406,KMC2P,CONIFER,27,Klamath Mixed Conifer,KMC,2,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastS/CALFIRE update,2007
,3282,1085,JPN5M,CONIFER,24,Jeffrey Pine,JPN,5,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2009
,3283,440,MHW4S,HARDWOOD,36,Montane Hardwood,MHW,4,S,50.000000000000000,Hardwood,51,Hardwood Forest,DFW-CentralVallyRipEast,2011
,3284,1150,DFR5S,CONIFER,14,Douglas Fir,DFR,5,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastS/CALFIRE update,2007
,3285,1772,PPN3M,CONIFER,42,Ponderosa Pine,PPN,3,M,30.000000000000000,Conifer,31,Conifer Forest,DFW-NoSierraFoothills/CALFIRE update,2009
,3286,112,VOW5S,HARDWOOD,55,Valley Oak Woodland,VOW,5,S,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-NoSierraFoothills,2009
,3287,5901,VRI3M,HARDWOOD,56,Valley Foothill Riparian,VRI,3,M,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-CentralVallyRipEast,2011
,3288,13045,CSCXX,SHRUB,13,Coastal Scrub,CSC,X,X,70.000000000000000,Shrub,70,Shrub,DFW-CentralVallyRipEast,2011
,3289,26039,VRI3P,HARDWOOD,56,Valley Foothill Riparian,VRI,3,P,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-CentralVallyRipEast,2011
,3290,55,MRI1M,HARDWOOD,37,Montane Riparian,MRI,1,M,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastS,2007
,3291,35386,BOW4P,HARDWOOD,9,Blue Oak Woodland,BOW,4,P,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-CentralVallyRipEast,2011
,3292,776732,URBXX,URBAN,53,Urban,URB,X,X,80.000000000000000,Urban,80,Urban,DFW-CentralVallyRipEast,2011
,3293,832,BOW5P,HARDWOOD,9,Blue Oak Woodland,BOW,5,P,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-NoSierraFoothills,2009
,3294,2435,VRI3S,HARDWOOD,56,Valley Foothill Riparian,VRI,3,S,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-CentralVallyRipEast,2011
,3295,3717,VRI4D,HARDWOOD,56,Valley Foothill Riparian,VRI,4,D,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-CentralVallyRipEast,2011
,3296,7,MHW1D,HARDWOOD,36,Montane Hardwood,MHW,1,D,50.000000000000000,Hardwood,51,Hardwood Forest,DFW-WhiskeytownNRA,2005
,3297,15890,MHW4P,HARDWOOD,36,Montane Hardwood,MHW,4,P,50.000000000000000,Hardwood,51,Hardwood Forest,DFW-CentralVallyRipEast,2011
,3298,77270,VRI4P,HARDWOOD,56,Valley Foothill Riparian,VRI,4,P,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-CentralVallyRipEast,2011
,3299,18423,VRI4M,HARDWOOD,56,Valley Foothill Riparian,VRI,4,M,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-CentralVallyRipEast,2011
,3300,442,VOW5M,HARDWOOD,55,Valley Oak Woodland,VOW,5,M,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-NoSierraFoothills,2009
,3301,2177,PPN4M,CONIFER,42,Ponderosa Pine,PPN,4,M,30.000000000000000,Conifer,31,Conifer Forest,DFW-NoSierraFoothills/CALFIRE update,2009
,3302,27,KMC5S,CONIFER,27,Klamath Mixed Conifer,KMC,5,S,30.000000000000000,Conifer,31,Conifer Forest,DFW-WhiskeytownNRA,2005
,3303,5,CPC4M,CONIFER,11,Closed-Cone Pine-Cypress,CPC,4,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE/CALFIRE update,2007
,3304,341,MHW5M,HARDWOOD,36,Montane Hardwood,MHW,5,M,50.000000000000000,Hardwood,51,Hardwood Forest,DFW-CentralVallyRipEast,2011
,3305,1084,MHW5P,HARDWOOD,36,Montane Hardwood,MHW,5,P,50.000000000000000,Hardwood,51,Hardwood Forest,DFW-CentralVallyRipEast,2011
,3306,94,MHW5S,HARDWOOD,36,Montane Hardwood,MHW,5,S,50.000000000000000,Hardwood,51,Hardwood Forest,DFW-CentralVallyRipEast,2011
,3307,410,VRI3D,HARDWOOD,56,Valley Foothill Riparian,VRI,3,D,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-CentralVallyRipEast,2011
,3308,12,MRI5S,HARDWOOD,37,Montane Riparian,MRI,5,S,50.000000000000000,Hardwood,51,Hardwood Forest,DFW-WhiskeytownNRA,2005
,3309,3224,MHW3P,HARDWOOD,36,Montane Hardwood,MHW,3,P,50.000000000000000,Hardwood,51,Hardwood Forest,DFW-CentralVallyRipEast,2011
,3310,586,MHW5D,HARDWOOD,36,Montane Hardwood,MHW,5,D,50.000000000000000,Hardwood,51,Hardwood Forest,DFW-CentralVallyRipEast,2011
,3311,1162,MHW4D,HARDWOOD,36,Montane Hardwood,MHW,4,D,50.000000000000000,Hardwood,51,Hardwood Forest,DFW-CentralVallyRipEast,2011
,3312,54,VRI2S,HARDWOOD,56,Valley Foothill Riparian,VRI,2,S,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralValley,2000
,3313,11,CPC1D,CONIFER,11,Closed-Cone Pine-Cypress,CPC,1,D,30.000000000000000,Conifer,31,Conifer Forest,DFW-WhiskeytownNRA,2005
,3314,319,MHW3M,HARDWOOD,36,Montane Hardwood,MHW,3,M,50.000000000000000,Hardwood,51,Hardwood Forest,DFW-CentralVallyRipEast,2011
,3315,154,MHW3S,HARDWOOD,36,Montane Hardwood,MHW,3,S,50.000000000000000,Hardwood,51,Hardwood Forest,DFW-CentralVallyRipEast,2011
,3316,1797,MHW4M,HARDWOOD,36,Montane Hardwood,MHW,4,M,50.000000000000000,Hardwood,51,Hardwood Forest,DFW-CentralVallyRipEast,2011
,3317,87,MRI1P,HARDWOOD,37,Montane Riparian,MRI,1,P,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastS,2007
,3318,1998,BOW4S,HARDWOOD,9,Blue Oak Woodland,BOW,4,S,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-CentralVallyRipEast,2011
,3319,10459,BOW4M,HARDWOOD,9,Blue Oak Woodland,BOW,4,M,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-CentralVallyRipEast,2011
,3320,1294,BOW4D,HARDWOOD,9,Blue Oak Woodland,BOW,4,D,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-CentralVallyRipEast,2011
,3321,1380,VRI5S,HARDWOOD,56,Valley Foothill Riparian,VRI,5,S,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-CentralVallyRipEast,2011
,3322,4633,VRI4S,HARDWOOD,56,Valley Foothill Riparian,VRI,4,S,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-CentralVallyRipEast,2011
,3323,57453,VRI5P,HARDWOOD,56,Valley Foothill Riparian,VRI,5,P,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-CentralVallyRipEast,2011
,3324,1903,BOW3S,HARDWOOD,9,Blue Oak Woodland,BOW,3,S,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-CentralVallyRipEast,2011
,3325,27982,BOW3P,HARDWOOD,9,Blue Oak Woodland,BOW,3,P,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-CentralVallyRipEast,2011
,3326,633,SMC3M,CONIFER,51,Sierran Mixed Conifer,SMC,3,M,30.000000000000000,Conifer,31,Conifer Forest,DFW-NoSierraFoothills,2009
,3327,29,SMC4M,CONIFER,51,Sierran Mixed Conifer,SMC,4,M,30.000000000000000,Conifer,31,Conifer Forest,DFW-NoSierraFoothills,2009
,3328,30881,VRI5M,HARDWOOD,56,Valley Foothill Riparian,VRI,5,M,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-CentralVallyRipEast,2011
,3329,107,BOW3D,HARDWOOD,9,Blue Oak Woodland,BOW,3,D,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-CentralVallyRipEast,2011
,3330,1018,DFR3M,CONIFER,14,Douglas Fir,DFR,3,M,30.000000000000000,Conifer,31,Conifer Forest,DFW-NoSierraFoothills,2009
,3331,2539,DFR4M,CONIFER,14,Douglas Fir,DFR,4,M,30.000000000000000,Conifer,31,Conifer Forest,DFW-NoSierraFoothills,2009
,3332,4820,VRI5D,HARDWOOD,56,Valley Foothill Riparian,VRI,5,D,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-CentralVallyRipEast,2011
,3333,468,MHW1M,HARDWOOD,36,Montane Hardwood,MHW,1,M,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNW,2003
,3334,19,RFR4S,CONIFER,45,Red Fir,RFR,4,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,1999
,3335,10528,BOW3M,HARDWOOD,9,Blue Oak Woodland,BOW,3,M,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-CentralVallyRipEast,2011
,3336,59,BOP5S,HARDWOOD,8,Blue Oak-Foothill Pine,BOP,5,S,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-CentralVallyRipEast,2011
,3337,1649,VRI2S,HARDWOOD,56,Valley Foothill Riparian,VRI,2,S,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-CentralVallyRipEast,2011
,3338,256,VOW3P,HARDWOOD,55,Valley Oak Woodland,VOW,3,P,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralValley,2000
,3339,150,BOP5D,HARDWOOD,8,Blue Oak-Foothill Pine,BOP,5,D,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-CentralVallyRipEast,2011
,3340,59,BOP5M,HARDWOOD,8,Blue Oak-Foothill Pine,BOP,5,M,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-CentralVallyRipEast,2011
,3341,7821,VRI2P,HARDWOOD,56,Valley Foothill Riparian,VRI,2,P,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-CentralVallyRipEast,2011
,3342,1519,BOP5P,HARDWOOD,8,Blue Oak-Foothill Pine,BOP,5,P,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-CentralVallyRipEast,2011
,3343,49,VRI2D,HARDWOOD,56,Valley Foothill Riparian,VRI,2,D,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-CentralVallyRipEast,2011
,3344,861,VRI2M,HARDWOOD,56,Valley Foothill Riparian,VRI,2,M,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-CentralVallyRipEast,2011
,3345,110,COW3P,HARDWOOD,10,Coastal Oak Woodland,COW,3,P,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-NoSierraFoothills,2009
,3346,36,CPC3M,CONIFER,11,Closed-Cone Pine-Cypress,CPC,3,M,30.000000000000000,Conifer,31,Conifer Forest,DFW-WhiskeytownNRA/CALFIRE update,2005
,3347,415,BOP4P,HARDWOOD,8,Blue Oak-Foothill Pine,BOP,4,P,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-CentralVallyRipEast,2011
,3348,34,BOP4M,HARDWOOD,8,Blue Oak-Foothill Pine,BOP,4,M,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-CentralVallyRipEast,2011
,3349,59,BOP4D,HARDWOOD,8,Blue Oak-Foothill Pine,BOP,4,D,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-CentralVallyRipEast,2011
,3350,65,BOP4S,HARDWOOD,8,Blue Oak-Foothill Pine,BOP,4,S,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-CentralVallyRipEast,2011
,3351,291,VOW3D,HARDWOOD,55,Valley Oak Woodland,VOW,3,D,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralValley,1998
,3352,3,COW4P,HARDWOOD,10,Coastal Oak Woodland,COW,4,P,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-NoSierraFoothills,2009
,3353,503,DFR5M,CONIFER,14,Douglas Fir,DFR,5,M,30.000000000000000,Conifer,31,Conifer Forest,DFW-NoSierraFoothills,2009
,3354,347,RFR1M,CONIFER,45,Red Fir,RFR,1,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastS,2007
,3355,144,BOW5M,HARDWOOD,9,Blue Oak Woodland,BOW,5,M,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-NoSierraFoothills,2009
,3356,383,BOP2P,HARDWOOD,8,Blue Oak-Foothill Pine,BOP,2,P,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralValley,1998
,3357,5087,VOW5P,HARDWOOD,55,Valley Oak Woodland,VOW,5,P,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralValley,1998
,3358,47,URB5D,URBAN,53,Urban,URB,5,D,80.000000000000000,Urban,80,Urban,DFW-CentralVallyRipEast,2011
,3359,28,URB5M,URBAN,53,Urban,URB,5,M,80.000000000000000,Urban,80,Urban,DFW-CentralVallyRipEast,2011
,3360,140,URB5P,URBAN,53,Urban,URB,5,P,80.000000000000000,Urban,80,Urban,DFW-CentralVallyRipEast,2011
,3361,40,VOW3S,HARDWOOD,55,Valley Oak Woodland,VOW,3,S,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralValley,2007
,3362,63,VOW3P,HARDWOOD,55,Valley Oak Woodland,VOW,3,P,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralValley,2007
,3363,1,VOW4P,HARDWOOD,55,Valley Oak Woodland,VOW,4,P,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralValley,2007
,3364,1,VOW4S,HARDWOOD,55,Valley Oak Woodland,VOW,4,S,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralValley,2007
,3365,25385,BARXX,BARREN/OTHER,6,Barren,BAR,X,X,20.000000000000000,Barren/Other,20,Barren/Other,DFW-CentralVallyRipEast,2011
,3366,74,SMC3S,CONIFER,51,Sierran Mixed Conifer,SMC,3,S,30.000000000000000,Conifer,31,Conifer Forest,DFW-NoSierraFoothills,2009
,3367,1492,MHW5P,HARDWOOD,36,Montane Hardwood,MHW,5,P,50.000000000000000,Hardwood,51,Hardwood Forest,DFW-NoSierraFoothills,2009
,3368,1,VOW4M,HARDWOOD,55,Valley Oak Woodland,VOW,4,M,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralValley,2007
,3369,529,MHW5S,HARDWOOD,36,Montane Hardwood,MHW,5,S,50.000000000000000,Hardwood,51,Hardwood Forest,DFW-NoSierraFoothills,2009
,3370,178,VOW5D,HARDWOOD,55,Valley Oak Woodland,VOW,5,D,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-NoSierraFoothills,2009
,3371,1191,PPN3P,CONIFER,42,Ponderosa Pine,PPN,3,P,30.000000000000000,Conifer,31,Conifer Forest,DFW-NoSierraFoothills/CALFIRE update,2009
,3372,2,MRI5M,HARDWOOD,37,Montane Riparian,MRI,5,M,50.000000000000000,Hardwood,51,Hardwood Forest,DFW-WhiskeytownNRA,2005
,3373,415,PPN4P,CONIFER,42,Ponderosa Pine,PPN,4,P,30.000000000000000,Conifer,31,Conifer Forest,DFW-NoSierraFoothills/CALFIRE update,2009
,3374,51,URB5S,URBAN,53,Urban,URB,5,S,80.000000000000000,Urban,80,Urban,DFW-CentralVallyRipEast,2011
,3375,245,URB3P,URBAN,53,Urban,URB,3,P,80.000000000000000,Urban,80,Urban,DFW-CentralVallyRipEast,2011
,3376,52,URB3M,URBAN,53,Urban,URB,3,M,80.000000000000000,Urban,80,Urban,DFW-CentralVallyRipEast,2011
,3377,47,URB3S,URBAN,53,Urban,URB,3,S,80.000000000000000,Urban,80,Urban,DFW-CentralVallyRipEast,2011
,3378,5087,DFR5P,CONIFER,14,Douglas Fir,DFR,5,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastS/CALFIRE update,2007
,3379,36,URB3D,URBAN,53,Urban,URB,3,D,80.000000000000000,Urban,80,Urban,DFW-CentralVallyRipEast,2011
,3380,10,SMC4S,CONIFER,51,Sierran Mixed Conifer,SMC,4,S,30.000000000000000,Conifer,31,Conifer Forest,DFW-NoSierraFoothills,2009
,3381,1095,VOW3P,HARDWOOD,55,Valley Oak Woodland,VOW,3,P,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralValley,1998
,3382,155,VOW3S,HARDWOOD,55,Valley Oak Woodland,VOW,3,S,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralValley,1998
,3383,140,MHW3D,HARDWOOD,36,Montane Hardwood,MHW,3,D,50.000000000000000,Hardwood,51,Hardwood Forest,DFW-CentralVallyRipEast,2011
,3384,575,PPN3S,CONIFER,42,Ponderosa Pine,PPN,3,S,30.000000000000000,Conifer,31,Conifer Forest,DFW-NoSierraFoothills/CALFIRE update,2009
,3385,291,VRI3D,HARDWOOD,56,Valley Foothill Riparian,VRI,3,D,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralValley,2000
,3386,1,PPN3P,CONIFER,42,Ponderosa Pine,PPN,3,P,30.000000000000000,Conifer,31,Conifer Forest,DFW-WhiskeytownNRA,2005
,3387,183,VRI5P,HARDWOOD,56,Valley Foothill Riparian,VRI,5,P,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-NoSierraFoothills,2009
,3388,252,VRI5M,HARDWOOD,56,Valley Foothill Riparian,VRI,5,M,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-NoSierraFoothills,2009
,3389,96,VRI2M,HARDWOOD,56,Valley Foothill Riparian,VRI,2,M,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralValley,2000
,3390,2,BOP5M,HARDWOOD,8,Blue Oak-Foothill Pine,BOP,5,M,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-WhiskeytownNRA,2005
,3391,995,JPN5S,CONIFER,24,Jeffrey Pine,JPN,5,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2009
,3392,1184,SCN5M,CONIFER,48,Subalpine Conifer,SCN,5,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2009
,3393,2284,SCN5P,CONIFER,48,Subalpine Conifer,SCN,5,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2009
,3394,4,SMC2S,CONIFER,51,Sierran Mixed Conifer,SMC,2,S,30.000000000000000,Conifer,31,Conifer Forest,DFW-NoSierraFoothills,2009
,3395,2812,RFR4P,CONIFER,45,Red Fir,RFR,4,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior/CALFIRE update,2009
,3396,9,VOW4S,HARDWOOD,55,Valley Oak Woodland,VOW,4,S,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralValley,2000
,3397,130,VOW3M,HARDWOOD,55,Valley Oak Woodland,VOW,3,M,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralValley,2000
,3398,209,MCPXX,SHRUB,34,Montane Chaparral,MCP,X,X,70.000000000000000,Shrub,70,Shrub,DFW-WhiskeytownNRA/CALFIRE update,2005
,3399,2,PPN2S,CONIFER,42,Ponderosa Pine,PPN,2,S,30.000000000000000,Conifer,31,Conifer Forest,DFW-WhiskeytownNRA,2005
,3400,283,VOW5M,HARDWOOD,55,Valley Oak Woodland,VOW,5,M,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralValley,2000
,3401,215,MRI4M,HARDWOOD,37,Montane Riparian,MRI,4,M,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNW,2003
,3402,2,RFR5S,CONIFER,45,Red Fir,RFR,5,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2003
,3403,7,RFR5P,CONIFER,45,Red Fir,RFR,5,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2003
,3404,8,RFR5D,CONIFER,45,Red Fir,RFR,5,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2003
,3405,431031,FEWXX,HERBACEOUS,22,Fresh Emergent Wetland,FEW,X,X,100.000000000000000,Wetland,100,Wetland,DFW-CentralVallyRipEast,2011
,3406,1821556,DORXX,AGRICULTURE,67,Deciduous Orchard,DOR,X,X,10.000000000000000,Agriculture,10,Agriculture,USDA-NASS,2013
,3407,421,VRI6P,HARDWOOD,56,Valley Foothill Riparian,VRI,6,P,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-CentralVallyRipEast,2011
,3408,100,BOW4D,HARDWOOD,9,Blue Oak Woodland,BOW,4,D,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralValley,2007
,3409,195,VRI6D,HARDWOOD,56,Valley Foothill Riparian,VRI,6,D,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-CentralVallyRipEast,2011
,3410,201,VRI6M,HARDWOOD,56,Valley Foothill Riparian,VRI,6,M,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-CentralVallyRipEast,2011
,3411,4,VRI6S,HARDWOOD,56,Valley Foothill Riparian,VRI,6,S,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-CentralVallyRipEast,2011
,3412,77,VRI5D,HARDWOOD,56,Valley Foothill Riparian,VRI,5,D,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-NoSierraFoothills,2009
,3413,1733,LPN4P,CONIFER,29,Lodgepole Pine,LPN,4,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,1999
,3414,145,DFR3P,CONIFER,14,Douglas Fir,DFR,3,P,30.000000000000000,Conifer,31,Conifer Forest,DFW-NoSierraFoothills,2009
,3415,246,WFR2P,CONIFER,58,White Fir,WFR,2,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2009
,3416,61,SCN5S,CONIFER,48,Subalpine Conifer,SCN,5,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior/CALFIRE update,2009
,3417,21,DFR5P,CONIFER,14,Douglas Fir,DFR,5,P,30.000000000000000,Conifer,31,Conifer Forest,DFW-NoSierraFoothills,2009
,3418,465,SCN4P,CONIFER,48,Subalpine Conifer,SCN,4,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior/CALFIRE update,2009
,3419,78,BOW2D,HARDWOOD,9,Blue Oak Woodland,BOW,2,D,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralValley,1994
,3420,983381,CRPXX,AGRICULTURE,60,Cropland,CRP,X,X,10.000000000000000,Agriculture,10,Agriculture,DFW-CentralVallyRipEast,2011
